@RELATION P2BotAgent

@ATTRIBUTE celda[8][10] NUMERIC
@ATTRIBUTE celda[9][10] NUMERIC
@ATTRIBUTE celda[9][11] NUMERIC
@ATTRIBUTE celda[10][10] NUMERIC
@ATTRIBUTE celda[11][10] NUMERIC
@ATTRIBUTE celda[10][11] NUMERIC
@ATTRIBUTE celda[11][11] NUMERIC
@ATTRIBUTE celda[10][12] NUMERIC
@ATTRIBUTE celda[11][12] NUMERIC
@ATTRIBUTE marioMode NUMERIC
@ATTRIBUTE coins NUMERIC
@ATTRIBUTE coinsGained NUMERIC
@ATTRIBUTE distancePassedCells NUMERIC
@ATTRIBUTE foso {1, 0}
@ATTRIBUTE obstaculo {1, 0}
@ATTRIBUTE enemys {1, 0}
@ATTRIBUTE coins_24 NUMERIC
@ATTRIBUTE timeLeft NUMERIC
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE ACTION {PARADO, SALTA, AVANZA, JUMP-ADVANCE}
@ATTRIBUTE cluster STRING
@data
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 185, 431, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
-24, -60, -60, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 0, 8, 31, 58, 0, 1, 0, 0, 184, 431, JUMP-ADVANCE, peligro
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 58, 0, 0, 0, 0, 184, 431, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 58, 0, 0, 0, 0, 184, 431, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 58, 0, 0, 0, 0, 183, 431, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 58, 0, 0, 0, 0, 183, 431, AVANZA, no_danger
2, 2, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 59, 0, 0, 0, 0, 183, 431, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 59, 0, 0, 0, 0, 183, 431, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 59, 0, 0, 0, 0, 183, 431, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 59, 0, 0, 0, 0, 183, 431, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, -24, -60, 0, 8, 31, 59, 0, 0, 0, 0, 183, 431, AVANZA, moneda
2, 0, 2, -24, -60, -24, -60, -24, -60, 0, 7, 32, 59, 0, 0, 0, 0, 183, 447, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 7, 32, 60, 0, 0, 0, 1, 183, 447, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 7, 32, 60, 0, 0, 0, 1, 183, 447, AVANZA, moneda
2, 2, 2, -24, -60, -24, -60, 0, -60, 0, 7, 32, 60, 0, 0, 0, 1, 183, 447, AVANZA, moneda
2, 0, 2, -24, -60, -24, -60, 0, -60, 0, 6, 33, 60, 0, 0, 0, 1, 183, 463, AVANZA, moneda
2, 2, 0, -24, -60, 0, -60, 0, -60, 0, 6, 33, 61, 0, 0, 0, 2, 183, 463, AVANZA, moneda
2, 2, 0, -24, -60, 0, -60, 0, -60, 0, 6, 33, 61, 0, 0, 0, 2, 183, 463, AVANZA, moneda
2, 0, 0, -24, -60, 0, -60, 0, -60, 0, 5, 34, 61, 0, 0, 0, 2, 183, 479, AVANZA, moneda
0, 0, 0, 0, -60, 0, -60, 0, 0, 0, 5, 34, 62, 0, 0, 0, 3, 182, 479, AVANZA, moneda
0, 0, 0, 0, -60, 0, -60, 0, 0, 0, 5, 34, 62, 0, 0, 0, 3, 182, 479, AVANZA, moneda
0, 0, 0, 0, -60, 0, -60, 0, 0, 0, 5, 34, 62, 0, 0, 0, 3, 182, 479, AVANZA, moneda
0, 0, 0, 0, -60, 0, 0, 0, 80, 0, 5, 34, 63, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, 0, -60, 0, 0, 0, 80, 0, 5, 34, 63, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, -60, -60, 0, -60, 80, -60, 0, 5, 34, 63, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, -60, -60, 0, -60, 80, -60, 0, 5, 34, 63, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 5, 34, 64, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 5, 34, 64, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 5, 34, 64, 0, 0, 0, 3, 182, 479, AVANZA, no_danger
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 5, 34, 65, 0, 0, 1, 3, 182, 479, AVANZA, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 5, 34, 65, 0, 0, 1, 3, 182, 479, AVANZA, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 5, 34, 65, 0, 0, 1, 3, 182, 479, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 5, 34, 66, 0, 0, 1, 3, 182, 479, JUMP-ADVANCE, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 5, 34, 66, 0, 0, 1, 3, 182, 479, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 5, 34, 66, 0, 0, 1, 3, 181, 479, JUMP-ADVANCE, peligro
0, 0, 0, 80, -60, 0, -60, 80, -60, 0, 5, 34, 67, 0, 0, 1, 3, 181, 479, AVANZA, peligro
0, 0, 0, 0, 80, 0, 0, 0, 80, 0, 5, 34, 67, 0, 0, 0, 2, 181, 479, AVANZA, no_danger
0, 0, 0, 0, 80, 0, 0, 0, 80, 0, 5, 34, 67, 0, 0, 0, 2, 181, 479, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 68, 1, 0, 0, 2, 181, 479, JUMP-ADVANCE, peligro
0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 5, 34, 68, 0, 0, 0, 2, 181, 479, AVANZA, no_danger
0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 5, 34, 68, 0, 0, 0, 1, 181, 479, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34, 69, 1, 0, 0, 1, 181, 479, AVANZA, peligro
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 5, 34, 69, 0, 0, 0, 1, 181, 479, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 5, 34, 69, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 3, 34, 70, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 3, 34, 70, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 3, 34, 70, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 1, 34, 71, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 1, 34, 71, 0, 0, 0, 0, 181, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 1, 34, 71, 0, 0, 0, 0, 180, 479, AVANZA, no_danger
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 0, 34, 72, 0, 0, 1, 0, 180, 479, AVANZA, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 72, 0, 0, 0, 0, 180, 479, AVANZA, no_danger
-62, 0, 0, 0, -60, 0, -60, 80, -60, 0, 0, 34, 72, 0, 1, 0, 0, 180, 479, AVANZA, peligro
-62, 0, 0, 0, -60, 80, -60, 0, -60, 0, 0, 34, 73, 0, 1, 1, 0, 180, 479, JUMP-ADVANCE, peligro
-62, 0, 0, 0, -60, 80, -60, 0, -60, 0, 0, 34, 73, 0, 1, 1, 0, 180, 479, JUMP-ADVANCE, peligro
-62, 0, 0, 80, -60, 0, -60, 0, -60, 0, 0, 34, 74, 0, 1, 1, 0, 180, 479, AVANZA, peligro
-62, 0, 0, 80, -60, 0, -60, 0, -60, 0, 0, 34, 74, 0, 1, 1, 0, 180, 479, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 74, 0, 0, 1, 0, 180, 479, JUMP-ADVANCE, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 75, 0, 0, 0, 0, 180, 479, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 75, 0, 0, 0, 0, 180, 489, AVANZA, no_danger
-62, 0, 0, 0, -60, 0, -60, 0, -60, 0, 0, 34, 75, 0, 1, 0, 0, 180, 489, JUMP-ADVANCE, peligro
0, -62, -62, 0, 0, 0, 0, 0, 80, 0, 0, 34, 76, 0, 1, 0, 0, 180, 489, AVANZA, peligro
0, -62, -62, 0, 0, 0, 0, 0, 80, 0, 0, 34, 76, 0, 1, 0, 0, 180, 489, AVANZA, peligro
0, -62, -62, 0, 0, 0, 0, 0, 80, 0, 0, 34, 76, 0, 1, 0, 0, 180, 489, JUMP-ADVANCE, peligro
0, -62, 0, 0, 0, 0, 80, 0, 0, 0, 0, 34, 77, 0, 1, 0, 0, 179, 489, JUMP-ADVANCE, peligro
-62, 0, 0, 0, -60, 80, -60, 0, -60, 0, 0, 34, 77, 0, 1, 1, 0, 179, 489, AVANZA, peligro
-62, 0, 0, 0, -60, 80, -60, 0, -60, 0, 0, 34, 77, 0, 1, 1, 0, 179, 489, AVANZA, peligro
0, 0, 0, 0, -60, 0, -60, -60, -60, 0, 0, 34, 78, 0, 0, 0, 0, 179, 489, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 78, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, -60, -60, 0, 0, 34, 78, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -60, 0, -60, 0, 0, 34, 79, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -60, 0, -60, 0, 0, 34, 79, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -60, 0, -60, 0, 0, 34, 79, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, -85, -60, 0, 0, 34, 80, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, -85, -60, 0, 0, 34, 80, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 0, 0, 34, 80, 0, 0, 0, 0, 179, 499, AVANZA, no_danger
0, 0, -85, -60, -60, -60, -60, -60, -60, 0, 0, 34, 81, 0, 1, 0, 0, 179, 499, JUMP-ADVANCE, peligro
0, 0, -85, -60, -60, -60, -60, -60, -60, 0, 0, 34, 81, 0, 1, 0, 0, 179, 499, AVANZA, peligro
0, 0, -85, -60, -60, -60, -60, -60, -60, 0, 0, 34, 81, 0, 1, 0, 0, 179, 499, JUMP-ADVANCE, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 0, 2, 34, 82, 0, 1, 0, 0, 178, 499, JUMP-ADVANCE, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 0, 2, 34, 82, 0, 1, 0, 0, 178, 499, AVANZA, peligro
0, -85, -85, -60, -60, -60, -60, -60, -60, 0, 2, 34, 82, 0, 1, 0, 0, 178, 499, AVANZA, peligro
0, 0, 0, -85, -60, -85, -60, 0, -60, 0, 3, 34, 82, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 0, 3, 34, 82, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 0, 3, 34, 82, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 0, 6, 34, 83, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 9, 34, 84, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 0, 9, 34, 84, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 9, 34, 84, 0, 0, 0, 0, 178, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 80, -60, 0, 9, 34, 84, 0, 0, 0, 0, 177, 499, AVANZA, no_danger
0, 0, 0, 0, -60, 80, -60, 0, -60, 0, 12, 34, 85, 0, 0, 1, 0, 177, 499, JUMP-ADVANCE, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 8, 34, 85, 0, 0, 1, 0, 177, 499, AVANZA, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 0, 8, 34, 85, 0, 0, 1, 0, 177, 499, JUMP-ADVANCE, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 10, 34, 86, 0, 0, 1, 0, 177, 499, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 10, 34, 86, 0, 0, 1, 0, 177, 499, JUMP-ADVANCE, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 0, 10, 34, 86, 0, 0, 1, 0, 177, -55, JUMP-ADVANCE, peligro
0, 0, 0, 0, -60, 0, -60, -85, -60, 2, 0, 0, 13, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, 0, -60, -85, -60, -85, -60, 2, 0, 0, 14, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 2, 0, 0, 15, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, -85, -60, -85, -60, 0, -60, 2, 0, 0, 15, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, -85, -60, 0, -60, 0, -60, 2, 0, 0, 16, 0, 0, 0, 0, 198, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 17, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 0, 0, 17, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 2, 0, 18, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 4, 0, 19, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 4, 0, 19, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 6, 0, 20, 0, 0, 0, 0, 197, -1, AVANZA, no_danger
0, 0, -60, -60, -60, -60, -60, -60, -60, 2, 8, 0, 21, 0, 1, 0, 0, 197, -1, AVANZA, peligro
0, 0, -60, -60, -60, -60, -60, -60, -60, 2, 8, 0, 21, 0, 1, 0, 0, 197, -1, JUMP-ADVANCE, peligro
0, -60, -60, -60, -60, -60, -60, -60, -60, 2, 8, 0, 22, 0, 1, 0, 0, 197, -1, AVANZA, peligro
0, 0, 80, -60, -60, -60, -60, -60, -60, 2, 8, 0, 22, 0, 0, 1, 0, 197, -1, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 22, 0, 0, 1, 0, 197, -1, AVANZA, peligro
0, 80, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 22, 0, 0, 1, 0, 197, -1, JUMP-ADVANCE, peligro
0, 0, 0, -60, -60, -60, -60, -60, -60, 2, 8, 0, 23, 0, 0, 0, 0, 197, 9, AVANZA, no_danger
0, 0, 0, 0, -60, 0, -60, 0, -60, 2, 8, 0, 23, 0, 0, 0, 0, 197, 9, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 23, 1, 0, 0, 0, 197, 9, JUMP-ADVANCE, peligro
0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 8, 0, 24, 0, 0, 0, 0, 196, 9, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 8, 0, 24, 0, 0, 0, 0, 196, 9, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 8, 0, 24, 0, 0, 0, 0, 196, 9, AVANZA, no_danger
0, 0, 2, 0, 0, 2, 0, 2, -24, 2, 8, 0, 25, 0, 0, 0, 0, 196, 9, AVANZA, no_danger
0, 0, 2, 0, -60, 0, -60, -24, -60, 2, 8, 0, 25, 0, 0, 0, 0, 196, 9, AVANZA, no_danger
2, 2, 2, 0, -60, -24, -60, -24, -60, 2, 11, 0, 26, 0, 0, 0, 0, 196, 9, AVANZA, moneda
2, 0, -24, -60, -60, -60, -60, -60, -60, 2, 11, 0, 26, 0, 1, 0, 0, 196, 9, JUMP-ADVANCE, peligro
2, -24, -24, -60, -60, -60, -60, -60, -60, 2, 14, 1, 27, 0, 1, 0, 0, 196, 25, AVANZA, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 27, 0, 1, 0, 1, 196, 41, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 27, 0, 1, 0, 2, 196, 41, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 13, 2, 27, 0, 1, 0, 2, 196, 41, JUMP-ADVANCE, peligro
0, -24, -24, -60, -60, -60, -60, -60, -60, 2, 12, 3, 27, 0, 1, 0, 2, 196, 57, AVANZA, peligro
0, 0, 2, -24, -60, -24, -60, 0, -60, 2, 11, 4, 27, 0, 0, 0, 3, 196, 73, AVANZA, no_danger
0, 0, 2, 0, -24, 2, -24, 2, 0, 2, 11, 4, 27, 0, 0, 0, 4, 196, 73, AVANZA, no_danger
0, 0, 2, 0, -24, 2, -24, 2, 0, 2, 11, 4, 27, 0, 0, 0, 4, 196, 73, AVANZA, no_danger
0, 2, 2, 2, -24, 2, 0, 0, 0, 2, 15, 4, 28, 0, 0, 0, 4, 195, 73, AVANZA, moneda
0, 2, 2, 2, -24, 2, 0, 0, 0, 2, 15, 4, 28, 0, 0, 0, 4, 195, 73, AVANZA, moneda
0, 2, 2, 2, -24, 2, 0, 0, 0, 2, 15, 4, 28, 0, 0, 0, 4, 195, 73, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 2, 16, 6, 29, 0, 0, 0, 4, 195, 105, AVANZA, moneda
2, 2, 0, 0, -60, 0, -60, 0, 0, 2, 16, 6, 29, 0, 0, 0, 6, 195, 105, AVANZA, moneda
0, 0, 0, 0, -60, 0, -60, 0, 0, 2, 14, 8, 29, 0, 0, 0, 6, 195, 137, AVANZA, no_danger
0, 0, 0, 0, -60, 0, 0, 0, 0, 2, 16, 8, 30, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
0, 0, 0, -60, -60, 0, 0, 0, 0, 2, 16, 8, 30, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 8, 31, 1, 0, 0, 8, 195, 137, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16, 8, 31, 1, 0, 0, 8, 195, 137, AVANZA, peligro
0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 16, 8, 32, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
0, 0, 0, 0, 0, 0, -24, 2, -24, 2, 12, 8, 32, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
0, 0, 2, 0, -24, 2, -24, 2, -24, 2, 15, 8, 33, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
0, 0, 2, -24, -60, -24, -60, -24, -60, 2, 15, 8, 33, 0, 0, 0, 8, 195, 137, AVANZA, no_danger
2, 2, 2, -24, -60, -24, -60, 0, -60, 2, 18, 8, 34, 0, 0, 0, 8, 195, 137, AVANZA, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 2, 19, 10, 35, 0, 0, 0, 8, 194, 169, AVANZA, moneda
2, 2, 2, -24, -60, 0, -60, 0, -60, 2, 19, 10, 35, 0, 0, 0, 10, 194, 169, AVANZA, moneda
2, 2, 2, 0, -60, 0, -60, 0, -60, 2, 20, 12, 36, 0, 0, 0, 9, 194, 201, AVANZA, moneda
0, 0, 2, 0, -60, 0, -60, 0, -60, 2, 18, 14, 36, 0, 0, 0, 10, 194, 233, AVANZA, no_danger
2, 0, 0, -60, 0, -60, 0, -60, 0, 2, 21, 14, 37, 0, 0, 0, 12, 194, 233, AVANZA, moneda
80, 0, -24, -60, 0, -60, 0, -60, 0, 2, 21, 16, 38, 0, 1, 1, 12, 194, 265, AVANZA, peligro
80, 0, -24, -60, 0, -60, 0, -60, 0, 2, 21, 17, 38, 0, 1, 1, 13, 194, 281, JUMP-ADVANCE, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 1, 23, 17, 39, 0, 1, 0, 13, 194, 239, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 1, 23, 17, 39, 0, 1, 0, 13, 194, 239, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 1, 23, 17, 39, 0, 1, 0, 13, 194, 239, AVANZA, peligro
0, -24, -60, -60, 0, -60, 0, -60, 0, 1, 22, 18, 39, 0, 1, 0, 13, 194, 255, AVANZA, peligro
0, 0, -24, -24, -60, -60, -60, -60, -60, 1, 22, 18, 39, 0, 1, 0, 14, 194, 255, JUMP-ADVANCE, peligro
0, 0, 0, 0, -24, -24, -60, 0, -60, 1, 26, 18, 39, 0, 0, 0, 14, 194, 255, AVANZA, no_danger
0, 0, 0, 0, -24, -24, -60, 0, -60, 1, 26, 18, 39, 0, 0, 0, 12, 194, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 12, 194, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 10, 193, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 10, 193, 255, AVANZA, no_danger
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, JUMP-ADVANCE, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, JUMP-ADVANCE, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, JUMP-ADVANCE, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, AVANZA, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, JUMP-ADVANCE, peligro
0, -24, 0, -60, -60, -60, -60, -60, -60, 1, 22, 18, 40, 0, 1, 0, 10, 193, 255, AVANZA, peligro
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 8, 193, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 8, 193, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 6, 193, 255, AVANZA, no_danger
0, 0, 2, -24, -60, 0, -60, 0, -60, 1, 26, 18, 40, 0, 0, 0, 4, 193, 255, AVANZA, no_danger
